code,simplename,FQN,assertion,fixed_code,code_name,true_simplenames,true_FQN
"public class gt3 {
    public static void h1(){
        RootLayoutPanel rootLayoutPanel = RootLayoutPanel.get();
        DockLayoutPanel dock = new DockLayoutPanel(Style.Unit.EM);
        rootLayoutPanel.add(dock);
     }
}","RootLayoutPanel
get()
DockLayoutPanel
DockLayoutPanel()
Style
Unit
add()","com.google.gwt.user.client.ui.RootLayoutPanel
com.google.gwt.user.client.ui.RootLayoutPanel.get()
com.google.gwt.user.client.ui.DockLayoutPanel
com.google.gwt.user.client.ui.DockLayoutPanel()
com.google.gwt.dom.client.Style
com.google.gwt.dom.client.Style.Unit
com.google.gwt.user.client.ui.RootLayoutPanel.add()",No,"import com.google.gwt.user.client.ui.RootLayoutPanel;
import com.google.gwt.user.client.ui.DockLayoutPanel;
import com.google.gwt.dom.client.Style;
import com.google.gwt.dom.client.Style.Unit;


public class gt3 {
    public static void h1(){
        RootLayoutPanel rootLayoutPanel = RootLayoutPanel.get();
        DockLayoutPanel dock = new DockLayoutPanel(Style.Unit.EM);
        rootLayoutPanel.add(dock);
     }
}",gt3,"['RootLayoutPanel', 'get()', 'DockLayoutPanel', 'DockLayoutPanel()', 'Style', 'add()']","['com.google.gwt.user.client.ui.RootLayoutPanel', 'com.google.gwt.user.client.ui.RootLayoutPanel.get()', 'com.google.gwt.user.client.ui.DockLayoutPanel', 'com.google.gwt.user.client.ui.DockLayoutPanel()', 'com.google.gwt.dom.client.Style', 'com.google.gwt.user.client.ui.DockLayoutPanel.add()']"
"public class gt6 {
    public static void h1(){
        long time = System.currentTimeMillis();
        long milisPerYear = new BigInteger( """" ).longValue();
        String currentYear = String.valueOf((int) Math.floor(time / milisPerYear) + 1970);
    }
}","long
System
currentTimeMillis()
BigInteger
longValue()
String
valueOf()
Math
floor()","long
java.lang.System
java.lang.System.currentTimeMillis()
java.math.BigInteger
java.math.BigInteger.longValue()
java.lang.String
java.lang.String.valueOf()
java.lang.Math
java.lang.Math.floor()",Yes,"import java.lang.System;
import java.math.BigInteger;
import java.lang.String;
import java.lang.Math;
public class gt6 {
    public static void h1(){
        long time = System.currentTimeMillis();
        long milisPerYear = new BigInteger( ""31536000000"" ).longValue();
        String currentYear = String.valueOf((int) Math.floor(time / milisPerYear) + 1970);
    }
}",gt6,"['currentTimeMillis()', 'BigInteger()', 'String', 'valueOf()']","['java.lang.System.currentTimeMillis()', 'java.math.BigInteger()', 'java.lang.String', 'java.lang.String.valueOf()']"
"public class hb12 {
    public Type getReturnType(Type columnType, Mapping mapping) throws QueryException {
        int[] sqlTypes = new int[0];
        if (sqlTypes.length!=1) throw new QueryException( """" );
        return columnType;
    }
}","Type
Mapping
QueryException
int
length
QueryException()","org.hibernate.type.Type
org.hibernate.engine.Mapping
org.hibernate.QueryException
int
int[]
int[].length
org.hibernate.QueryException()",Yes,"import org.hibernate.type.Type;
import org.hibernate.engine.Mapping;
import org.hibernate.QueryException;
import java.sql.Types;
import java.sql.Types;
import java.sql.Types;
public class hb12 {
    public Type getReturnType(Type columnType, Mapping mapping) throws QueryException {
        int[] sqlTypes = new int[0];
        if (sqlTypes.length!=1) throw new QueryException( """" );
        return columnType;
    }
}",hb12,"['Type', 'Mapping', 'QueryException', 'QueryException()']","['org.hibernate.annotations.Type', 'org.hibernate.engine.Mapping', 'org.hibernate.QueryException', 'org.hibernate.QueryException()']"
"public class jt10 {
    public static void h1(){
        DateTime now = DateTime.now();
        DateTime dateTime = now.plusMinutes(10);
        Seconds seconds = Seconds.secondsBetween(now, dateTime);
    }
}","DateTime
now()
DateTime
plusMinutes()
Seconds
secondsBetween()","org.joda.time.DateTime
org.joda.time.DateTime.now()
org.joda.time.DateTime
org.joda.time.DateTime.plusMinutes()
org.joda.time.Seconds
org.joda.time.Seconds.secondsBetween()",No,"import org.joda.time.DateTime;
import org.joda.time.Seconds;


public class jt10 {
    public static void h1(){
        DateTime now = DateTime.now();
        DateTime dateTime = now.plusMinutes(10);
        Seconds seconds = Seconds.secondsBetween(now, dateTime);
    }
}",jt10,"['DateTime', 'now()', 'plusMinutes()', 'Seconds', 'secondsBetween()']","['org.joda.time.DateTime', 'org.joda.time.DateTime.now()', 'org.joda.time.DateTime.plusMinutes()', 'org.joda.time.Seconds', 'org.joda.time.Seconds.secondsBetween()']"
"public class jt13 {
    public static void h1(){
        ZoneId z = ZoneId.of(  """"  ) ;
        ZonedDateTime now = ZonedDateTime.now( z ) ;
    }
}","ZoneId
of()
ZonedDateTime
now()","java.time.ZoneId
java.time.ZoneId.of()
java.time.ZonedDateTime
java.time.ZonedDateTime.now()",Yes,"import java.time.ZoneId;
import java.time.ZonedDateTime;
public class jt13 {
    public static void h1(){
        ZoneId z = ZoneId.of(  ""Asia/Kolkata""  ) ;
        ZonedDateTime now = ZonedDateTime.now( z ) ;
    }
}",jt13,"['ZoneId', 'of()', 'ZonedDateTime', 'now()']","['java.time.ZoneId', 'java.time.ZoneId.of()', 'java.time.ZonedDateTime', 'java.time.ZonedDateTime.now()']"
"public class jt15 {
    public static void h1(long timestamp1, long timestamp2){
        Calendar startDate = Calendar.getInstance(TimeZone.getDefault());
        Calendar endDate = Calendar.getInstance(TimeZone.getDefault());
    }
}","long
Calendar
getInstance()
TimeZone
getDefault()","java.lang.long
java.util.Calendar
java.util.Calendar.getInstance()
java.util.TimeZone
java.util.TimeZone.getDefault()",Yes,"import java.lang.Long;
import java.util.Calendar;
import java.util.TimeZone;
public class jt15 {
    public static void h1(long timestamp1, long timestamp2){
        Calendar startDate = Calendar.getInstance(TimeZone.getDefault());
        Calendar endDate = Calendar.getInstance(TimeZone.getDefault());
    }
}",jt15,"['Calendar', 'getInstance()', 'TimeZone']","['java.util.Calendar', 'java.util.Calendar.getInstance()', 'java.util.TimeZone']"
"public class jt9 {
    public static void h1() {
        LocalDate today = LocalDate.now();
        ZonedDateTime zdt = today.atStartOfDay().atZone(ZoneId.systemDefault());
        OffsetDateTime odt = zdt.toOffsetDateTime();
    }
}","LocalDate
now()
ZonedDateTime
atStartOfDay()
atZone()
ZoneId
systemDefault()
OffsetDateTime
toOffsetDateTime()","java.time.LocalDate
java.time.LocalDate.now()
java.time.ZonedDateTime
java.time.ZonedDateTime.atStartOfDay()
java.time.ZonedDateTime.atZone()
java.time.ZoneId
java.time.ZoneId.systemDefault()
java.time.OffsetDateTime
java.time.ZonedDateTime.toOffsetDateTime()",No,"import java.time.LocalDate;
import java.time.ZonedDateTime;
import java.time.ZoneId;
import java.time.OffsetDateTime;


public class jt9 {
    public static void h1() {
        LocalDate today = LocalDate.now();
        ZonedDateTime zdt = today.atStartOfDay().atZone(ZoneId.systemDefault());
        OffsetDateTime odt = zdt.toOffsetDateTime();
    }
}",jt9,"['LocalDate', 'now()', 'ZonedDateTime', 'atStartOfDay()', 'OffsetDateTime', 'toOffsetDateTime()']","['java.time.LocalDate', 'java.time.LocalDate.now()', 'java.time.ZonedDateTime', 'java.time.LocalDate.atStartOfDay()', 'java.time.OffsetDateTime', 'java.time.ZonedDateTime.toOffsetDateTime()']"
"public class xt1 {
    public static void h1(){
        XmlFriendlyNameCoder nameCoder = new XmlFriendlyNameCoder( """" ,  """" );
        XStream xmlStream = new XStream(new Dom4JDriver(nameCoder));
    }
}","XmlFriendlyNameCoder
XmlFriendlyNameCoder()
XStream
new
Dom4JDriver","com.thoughtworks.xstream.core.util.XmlFriendlyNameCoder
com.thoughtworks.xstream.core.util.XmlFriendlyNameCoder()
com.thoughtworks.xstream.XStream
com.thoughtworks.xstream.XStream.new()
com.thoughtworks.xstream.io.xml.Dom4JDriver",No,"import com.thoughtworks.xstream.core.util.XmlFriendlyNameCoder;
import com.thoughtworks.xstream.XStream;
import com.thoughtworks.xstream.io.xml.Dom4JDriver;


public class xt1 {
    public static void h1(){
        XmlFriendlyNameCoder nameCoder = new XmlFriendlyNameCoder( """" ,  """" );
        XStream xmlStream = new XStream(new Dom4JDriver(nameCoder));
    }
}
",xt1,"['XmlFriendlyNameCoder', 'XmlFriendlyNameCoder()', 'XStream', 'XStream()', 'Dom4JDriver()']","['com.thoughtworks.xstream.io.xml.XmlFriendlyNameCoder', 'com.thoughtworks.xstream.io.xml.XmlFriendlyNameCoder()', 'com.thoughtworks.xstream.XStream', 'com.thoughtworks.xstream.XStream()', 'com.thoughtworks.xstream.io.xml.Dom4JDriver()']"
"public abstract class xt14 {
    public static void h1(){
    final XStream stream = new XStream(new DomDriver());
    }
}","XStream
XStream()
DomDriver","com.thoughtworks.xstream.XStream
com.thoughtworks.xstream.XStream()
com.thoughtworks.xstream.io.xml.DomDriver",No,"import com.thoughtworks.xstream.XStream;
import com.thoughtworks.xstream.io.xml.DomDriver;


public abstract class xt14 {
    public static void h1(){
    final XStream stream = new XStream(new DomDriver());
    }
}",class,"['XStream', 'XStream()', 'DomDriver()']","['com.thoughtworks.xstream.XStream', 'com.thoughtworks.xstream.XStream()', 'com.thoughtworks.xstream.io.xml.DomDriver()']"
"public class xt4 {
    public static void h1(){
        XStream xstream = new XStream(new JettisonMappedXmlDriver());
        xstream.alias( """" , Entity[].class);
    }
}","XStream
XStream()
JettisonMappedXmlDriver
alias()
Entity
class","com.thoughtworks.xstream.XStream
com.thoughtworks.xstream.XStream()
com.thoughtworks.xstream.io.json.JettisonMappedXmlDriver
com.thoughtworks.xstream.XStream.alias()
com.thoughtworks.xstream.alias.Entity
java.lang.Class",Yes,"import com.thoughtworks.xstream.XStream;
import com.thoughtworks.xstream.io.json.JettisonMappedXmlDriver;
import com.thoughtworks.xstream.alias.Entity;
import java.lang.Class;
public class xt4 {
    public static void h1(){
        XStream xstream = new XStream(new JettisonMappedXmlDriver());
        xstream.alias( ""Entity"" , Entity[].class);
    }
}",xt4,"['XStream', 'XStream()', 'JettisonMappedXmlDriver()', 'alias()']","['com.thoughtworks.xstream.XStream', 'com.thoughtworks.xstream.XStream()', 'com.thoughtworks.xstream.io.json.JettisonMappedXmlDriver()', 'com.thoughtworks.xstream.XStream.alias()']"
"public class xt6 {
    public static void h1(){
        JettisonMappedXmlDriver xmlDriver = new JettisonMappedXmlDriver();
        XStream xstream = new XStream(xmlDriver);
    }
}","JettisonMappedXmlDriver
JettisonMappedXmlDriver()
XStream
XStream()","org.codehaus.jettison.mapped.MappedXMLDriver
org.codehaus.jettison.mapped.MappedXMLDriver()
com.thoughtworks.xstream.XStream
com.thoughtworks.xstream.XStream()",No,"import org.codehaus.jettison.mapped.MappedXMLDriver;
import com.thoughtworks.xstream.XStream;


public class xt6 {
    public static void h1(){
        JettisonMappedXmlDriver xmlDriver = new JettisonMappedXmlDriver();
        XStream xstream = new XStream(xmlDriver);
    }
}
",xt6,"['JettisonMappedXmlDriver', 'JettisonMappedXmlDriver()', 'XStream', 'XStream()']","['com.thoughtworks.xstream.io.json.JettisonMappedXmlDriver', 'com.thoughtworks.xstream.io.json.JettisonMappedXmlDriver()', 'com.thoughtworks.xstream.XStream', 'com.thoughtworks.xstream.XStream()']"
"public class xt7 {
    public static void h1(){
        XStream xstream = new XStream();
        xstream.autodetectAnnotations(true);
    }
}","XStream
XStream()
autodetectAnnotations()","com.thoughtworks.xstream.XStream
com.thoughtworks.xstream.XStream()
com.thoughtworks.xstream.XStream.autodetectAnnotations()",No,"import com.thoughtworks.xstream.XStream;


public class xt7 {
    public static void h1(){
        XStream xstream = new XStream();
        xstream.autodetectAnnotations(true);
    }
}",xt7,"['XStream', 'XStream()', 'autodetectAnnotations()']","['com.thoughtworks.xstream.XStream', 'com.thoughtworks.xstream.XStream()', 'com.thoughtworks.xstream.XStream.autodetectAnnotations()']"
"public class xt8 {
    public  void h1(){
        List<Comment> comments = new ArrayList<Comment>();
    }
}","void
List
Comment
ArrayList","java.lang.void
java.util.List
java.util.List<Comment>
java.util.ArrayList
java.util.ArrayList<Comment>",Yes,"import java.util.List;
import java.util.ArrayList;
public class xt8 {
    public  void h1(){
        List<Comment> comments = new ArrayList<Comment>();
    }
}",xt8,"['List', 'ArrayList', 'Comment']","['java.util.List', 'java.util.ArrayList', 'javax.xml.stream.events.Comment']"
"public class foo{
    public void onMouseDown(MouseDownEvent event) {
        System.out.println( """" );
    }
}","void
MouseDownEvent
System
out
println()","void
com.google.gwt.event.dom.client.MouseDownEvent
java.lang.System
java.lang.System.out
java.io.PrintStream.println()",Yes,"import java.io.PrintStream;
import com.google.gwt.event.dom.client.MouseDownEvent;
public class foo{
    public void onMouseDown(MouseDownEvent event) {
        System.out.println( """" );
    }
}","foo{
","['MouseDownEvent', 'println()']","['com.google.gwt.event.dom.client.MouseDownEvent', 'java.io.PrintStream.println()']"
"public class jdk3 {
    public static void h1(String oldDate, String format) throws ParseException {
        DateTimeFormatter dtf = DateTimeFormatter.ofPattern(format);
        LocalDateTime dt = LocalDateTime.parse(oldDate, dtf);
        ZonedDateTime zdtzone = dt.atZone(ZoneId.of(""""));
    }
}","String
ParseException
DateTimeFormatter
ofPattern()
LocalDateTime
parse()
ZonedDateTime
atZone()
ZoneId
of()","java.lang.String
java.text.ParseException
java.time.format.DateTimeFormatter
java.time.format.DateTimeFormatter.ofPattern()
java.time.LocalDateTime
java.time.LocalDateTime.parse()
java.time.ZonedDateTime
java.time.LocalDateTime.atZone()
java.time.ZoneId
java.time.ZoneId.of()",Yes,"import java.lang.String;
import java.text.ParseException;
import java.time.format.DateTimeFormatter;
import java.time.LocalDateTime;
import java.time.ZonedDateTime;
import java.time.ZoneId;
public class jdk3 {
    public static void h1(String oldDate, String format) throws ParseException {
        DateTimeFormatter dtf = DateTimeFormatter.ofPattern(format);
        LocalDateTime dt = LocalDateTime.parse(oldDate, dtf);
        ZonedDateTime zdtzone = dt.atZone(ZoneId.of(""Asia/Kolkata""));
    }
}",jdk3,"['String', 'ParseException', 'DateTimeFormatter', 'LocalDateTime', 'parse()', 'ZonedDateTime', 'atZone()']","['java.lang.String', 'java.text.ParseException', 'java.time.format.DateTimeFormatter', 'java.time.LocalDateTime', 'java.time.LocalDateTime.parse()', 'java.time.ZonedDateTime', 'java.time.LocalDateTime.atZone()']"
"public class jdk15 {
    public static void h1(String[] args) {
        byte[] b = {-5, -122, -28};
        System.out.println("""" + Arrays.toString(b));
        System.out.println("""" + b.length);
    }
}","String[]
byte[]
System
println()
Arrays
toString()","java.lang.String[]
byte[]
java.lang.System
java.lang.System.out.println()
java.util.Arrays
java.util.Arrays.toString()",Yes,"import java.lang.String;
import java.lang.System;
import java.util.Arrays;
public class jdk15 {
    public static void h1(String[] args) {
        byte[] b = {-5, -122, -28};
        System.out.println("""" + Arrays.toString(b));
        System.out.println("""" + b.length);
    }
}",jdk15,"['String', 'println()', 'Arrays']","['java.lang.String', 'java.io.PrintStream.println()', 'java.util.Arrays']"
"public class jdk2 {
    public static void main(String args[]) {
        String userDirPropertyName = """";
        File initialUserDir = new File(System.getProperty(userDirPropertyName));
        System.out.println("""" + initialUserDir.getAbsolutePath() + """");
    }
}","String
File
System
getProperty()
println()
getAbsolutePath()","java.lang.String
java.io.File
java.lang.System
java.lang.System.getProperty()
java.io.PrintStream.println()
java.io.File.getAbsolutePath()",No,"import java.lang.String;
import java.io.File;
import java.lang.System;
import java.io.PrintStream;


public class jdk2 {
    public static void main(String args[]) {
        String userDirPropertyName = """";
        File initialUserDir = new File(System.getProperty(userDirPropertyName));
        System.out.println("""" + initialUserDir.getAbsolutePath() + """");
    }
}",jdk2,"['String', 'File', 'File()', 'getProperty()', 'println()', 'getAbsolutePath()']","['java.lang.String', 'java.io.File', 'java.io.File()', 'java.lang.System.getProperty()', 'java.io.PrintStream.println()', 'java.io.File.getAbsolutePath()']"
